ENSEMBL,SYMBOL,ENTREZID,biotype,geneloc,fc,P.Value,adj.P.Val,t
ENSG00000273369,RP11-700J17.1,NA,antisense,chr4:44695963-44696403,-1.121026314,0.111818023,0.140642194,-1.594248745
ENSG00000198952,SMG5,23381,protein_coding,chr1:156219015-156252620,1.043127406,0.018576557,0.026446491,2.365399781
ENSG00000165591,FAAH2,158584,protein_coding,chrX:57313139-57515629,1.12656449,0.094648612,0.120712705,1.67608832
ENSG00000261654,RP11-96K19.4,NA,sense_overlapping,chr1:111478991-111484975,-1.152417569,0.123401385,0.154147883,-1.544519252
ENSG00000101986,ABCD1,215,protein_coding,chrX:152990323-153010216,1.055793427,0.032254541,0.044439543,2.150151789
ENSG00000184906,AC129778.2,NA,pseudogene,chr9:42845768-42859085,-1.18989974,0.134214746,0.166593993,-1.501299537
ENSG00000154237,LRRK1,79705,protein_coding,chr15:101459420-101610317,1.072637602,0.042412921,0.057329446,2.037183013
ENSG00000240048,DDX50P2,100421328,pseudogene,chr3:154069925-154072588,1.148265939,0.131072039,0.162887695,1.513571751
ENSG00000259004,RP11-8L8.2,101929422,lincRNA,chr14:101587193-101589879,-1.163901502,0.13997403,0.173029582,-1.479376963
ENSG00000164713,BRI3,25798,protein_coding,chr7:97881691-97937162,1.046552607,0.019382902,0.027530318,2.349355237
ENSG00000201772,SNORA5C,677796,snoRNA,chr7:45144505-45144641,-1.134570185,0.115323823,0.144736343,-1.578784992
ENSG00000237417,XRCC6P1,NA,pseudogene,chr10:94966614-94969384,-1.127659008,0.117947609,0.14779723,-1.567452973
ENSG00000213885,RPL13AP7,NA,pseudogene,chr21:26734135-26734745,1.107796945,0.097886723,0.124506304,1.659792374
ENSG00000269397,CTB-92J24.2,NA,sense_intronic,chr19:24110590-24112089,1.159850187,0.12612601,0.157277204,1.533358723
ENSG00000106683,LIMK1,3984,protein_coding,chr7:73497263-73536855,1.048712342,0.031940244,0.044038629,2.154110833
ENSG00000217130,RP3-375P9.2,NA,pseudogene,chr6:34711953-34712450,1.12061711,0.092348197,0.118017827,1.687940042
ENSG00000259799,RP11-554A11.9,NA,antisense,chr11:68923378-68927220,-1.172047585,0.128742597,0.160280369,-1.5228169
ENSG00000099974,DDTL,100037417,protein_coding,chr22:24309089-24314721,-1.391358284,0.072582351,0.094394758,-1.801092961
ENSG00000250896,RNPS1P1,NA,pseudogene,chr4:11373599-11374516,1.119828526,0.110248924,0.138819855,1.601294542
ENSG00000264109,MIR4712,100616396,miRNA,chr15:50652526-50652607,-1.150615181,0.08788861,0.112783328,-1.711611616
ENSG00000171877,FRMD5,84978,protein_coding,chr15:44162962-44487450,1.093463704,0.020930911,0.0296076,2.320128941
ENSG00000063761,ADCK1,57143,protein_coding,chr14:78266426-78401355,-1.048535506,0.026233741,0.036599117,-2.2325743
ENSG00000249485,RBBP4P1,NA,pseudogene,chr5:14797234-14798509,-1.092139962,0.087083672,0.111826348,-1.71598734
ENSG00000260432,RP11-297M9.2,NA,lincRNA,chr16:9847272-9851895,1.225086099,0.061283554,0.080777213,1.877717362
ENSG00000164125,FAM198B,51313,protein_coding,chr4:159045626-159094470,1.051832741,0.019027749,0.02705917,2.356348353
ENSG00000183889,AC138969.4,100288332,protein_coding,chr16:16411301-16444447,1.201903415,0.099756193,0.126690304,1.650580319
ENSG00000072682,P4HA2,8974,protein_coding,chr5:131527531-131631008,-1.059910259,0.019958936,0.028300126,-2.338248408
ENSG00000234290,AC116366.6,105379175,antisense,chr5:131804582-131808735,-1.145472826,0.119508294,0.149635588,-1.560806383
ENSG00000272498,RP11-415F23.3,NA,antisense,chr3:16380815-16381378,-1.106186733,0.08582162,0.110342083,-1.722914459
ENSG00000164675,IQUB,154865,protein_coding,chr7:123092454-123175131,-1.135947423,0.110668236,0.139297872,-1.599403942
ENSG00000198786,MT-ND5,4540,protein_coding,chrM:12337-14148,-1.07159371,0.020056287,0.028424586,-2.336399169
ENSG00000164305,CASP3,836,protein_coding,chr4:185548850-185570663,-1.058851354,0.022339011,0.031470882,-2.295143958
ENSG00000140548,ZNF710,374655,protein_coding,chr15:90544624-90625438,1.060018638,0.043104863,0.058170151,2.030362744
ENSG00000259750,RP11-356M20.2,NA,pseudogene,chr15:59693420-59694203,1.141233801,0.129090195,0.160655369,1.521429106
ENSG00000227165,WDR11-AS1,283089,antisense,chr10:122521324-122610721,-1.157521819,0.128327727,0.159802163,-1.524477115
ENSG00000011021,CLCN6,1185,protein_coding,chr1:11866207-11903201,1.039787111,0.021876608,0.030852922,2.303192998
ENSG00000242142,SERBP1P3,NA,pseudogene,chr3:53098299-53099107,1.180016277,0.142107263,0.175478699,1.471433902
ENSG00000125657,TNFSF9,8744,protein_coding,chr19:6531010-6535931,-1.172679991,0.136068671,0.168653409,-1.494164361
ENSG00000085871,MGST2,4258,protein_coding,chr4:140586922-140661899,1.036272723,0.019794383,0.028076382,2.341392246
ENSG00000018236,CNTN1,1272,protein_coding,chr12:41086244-41466220,1.168308658,0.09405039,0.120016036,1.679147834
ENSG00000149506,ZP1,22917,protein_coding,chr11:60635035-60643166,-1.139167477,0.100792904,0.127874075,-1.645531276
ENSG00000162944,RFTN2,130132,protein_coding,chr2:198432948-198540769,1.073558629,0.031880441,0.043964924,2.154867935
ENSG00000256210,AC005255.3,NA,pseudogene,chr19:14903121-14903589,-1.10001557,0.097468327,0.123996897,-1.66187338
ENSG00000029993,HMGB3,3149,protein_coding,chrX:150148982-150159248,1.103937592,0.028920954,0.040150067,2.193958687
ENSG00000180081,CTC-451A6.4,NA,lincRNA,chr19:22934985-22937677,1.151153413,0.135115849,0.167612372,1.497821983
ENSG00000265417,RP11-288C17.1,NA,pseudogene,chr18:1362446-1363874,-1.149761077,0.135847564,0.168419534,-1.495011354
ENSG00000182986,ZNF320,162967,protein_coding,chr19:53367043-53400946,-1.051745419,0.022275128,0.031387268,-2.296247256
ENSG00000261407,RP11-326A19.3,NA,antisense,chr15:89630309-89631498,-1.130679167,0.112431194,0.141344988,-1.59151668
ENSG00000244705,RP11-133K1.1,NA,pseudogene,chr15:40604553-40605490,-1.09399689,0.08297792,0.106937312,-1.738831411
ENSG00000136826,KLF4,9314,protein_coding,chr9:110247133-110252763,-1.121928267,0.021069098,0.029784825,-2.317612972
ENSG00000088448,ANKRD10,55608,protein_coding,chr13:111530887-111567416,1.041848326,0.019462799,0.02763058,2.347797537
ENSG00000198754,OXCT2,64064,protein_coding,chr1:40235195-40237020,-1.220931171,0.095316141,0.121496948,-1.672692671
ENSG00000201098,RNY1,6084,misc_RNA,chr7:148684228-148684340,1.186279093,0.118904498,0.148924444,1.563369652
ENSG00000261424,ATP5F1P7,NA,pseudogene,chr16:75742954-75743713,1.10372013,0.090848496,0.11622992,1.69579533
ENSG00000237842,RP11-110J1.2,NA,pseudogene,chr1:157029024-157030554,1.110380468,0.1100404,0.138590882,1.602236866
ENSG00000235225,AC016712.2,NA,pseudogene,chr2:223591176-223591553,1.103369311,0.112073518,0.14093796,1.593108913
ENSG00000213939,RP11-314A20.1,NA,pseudogene,chr17:4608111-4608512,1.078892795,0.057805835,0.076533069,1.903664361
ENSG00000214391,RP11-121L10.3,NA,pseudogene,chr11:90015728-90017340,-1.128018924,0.102814357,0.130247815,-1.635804625
ENSG00000272916,RP11-574K11.31,8509,protein_coding,chr10:75556272-75571409,-1.121571574,0.115216491,0.14461037,-1.579252871
ENSG00000257252,RP11-486A14.2,NA,antisense,chr12:93710911-93771512,-1.141207957,0.060928262,0.080359876,-1.880311082
ENSG00000244291,C7orf13,NA,protein_coding,chr7:156431057-156433348,-1.11226824,0.058691057,0.077630887,-1.896938849
ENSG00000235169,SMIM1,388588,protein_coding,chr1:3689352-3692546,-1.123109088,0.070072833,0.09137698,-1.817212826
ENSG00000100490,CDKL1,8814,protein_coding,chr14:50796310-50883179,1.099267414,0.063904509,0.083965579,1.858960585
ENSG00000090104,RGS1,5996,protein_coding,chr1:192544857-192549161,-1.215636069,0.041185266,0.055800691,-2.049519853
ENSG00000204790,CBWD6,644019,protein_coding,chr9:69204538-69269662,-1.079409647,0.048607832,0.065093398,-1.979195336
ENSG00000258245,RP11-114H23.3,NA,pseudogene,chr12:76082574-76082876,1.109632246,0.111585695,0.140358473,1.595287014
ENSG00000250073,RP11-677M14.3,101929340,antisense,chr11:124629025-124635832,-1.124138801,0.116306505,0.145828736,-1.574517233
ENSG00000139651,ZNF740,283337,protein_coding,chr12:53574484-53584596,-1.03933699,0.023798395,0.03340907,-2.270660633
ENSG00000254648,RP11-713P17.4,NA,lincRNA,chr11:133905727-133907002,1.155667473,0.146712532,0.180693009,1.45459473
ENSG00000255252,RP1-65P5.3,NA,antisense,chr11:32118689-32126637,-1.155412252,0.137309465,0.170079751,-1.489430948
ENSG00000273104,CMP21-97G8.1,NA,lincRNA,chr21:35784498-35784885,1.170632603,0.146828048,0.180813847,1.454177607
ENSG00000082482,KCNK2,3776,protein_coding,chr1:215179118-215410436,-1.210582837,0.101693431,0.128922108,-1.641179112
ENSG00000197746,PSAP,5660,protein_coding,chr10:73576055-73611126,1.038824982,0.020024221,0.028383011,2.337007421
ENSG00000152042,NBPF11,NA,protein_coding,chr1:146032647-146082765,-1.131429987,0.126779742,0.1580355,-1.530709035
ENSG00000113196,HAND1,9421,protein_coding,chr5:153854532-153857824,-1.06077314,0.025478519,0.03561655,-2.244044112
ENSG00000102048,ASB9,140462,protein_coding,chrX:15253410-15288589,1.166710022,0.061224421,0.080710906,1.878148178
ENSG00000267221,CTD-2132N18.2,NA,sense_intronic,chr17:40192731-40195135,1.137126589,0.127550282,0.158907758,1.527599586
ENSG00000273175,RP11-11N7.4,NA,lincRNA,chr1:245028040-245028574,1.147057168,0.135198259,0.167675156,1.497504845
ENSG00000224846,RP1-90J20.8,NA,antisense,chr6:2989960-2999368,-1.168972564,0.105093407,0.132883851,-1.625020019
ENSG00000258092,RP4-816N1.7,NA,antisense,chr12:2906302-2913104,1.140242169,0.134645455,0.16708869,1.499635083
ENSG00000149489,ROM1,6094,protein_coding,chr11:62379194-62382592,-1.071960178,0.053317242,0.071011063,-1.939154267
ENSG00000101132,PFDN4,5203,protein_coding,chr20:52824386-52844591,1.03976053,0.023823187,0.033437096,2.270256155
ENSG00000272908,RP11-121A8.1,NA,lincRNA,chr7:38365671-38369244,1.144566701,0.129459016,0.161066145,1.519959764
ENSG00000263126,CTC-479C5.10,NA,lincRNA,chr16:67916364-67920270,1.094696576,0.089807593,0.114983155,1.701309279
ENSG00000257376,RP11-328C8.2,NA,pseudogene,chr12:42825467-42827159,1.10137096,0.108158044,0.136393732,1.610808067
ENSG00000267801,RP11-552F3.9,NA,antisense,chr17:73872453-73875627,-1.162291582,0.120345735,0.150593407,-1.55726804
ENSG00000173757,STAT5B,6777,protein_coding,chr17:40351186-40428725,1.028443543,0.020815852,0.029448855,2.32223491
ENSG00000149591,TAGLN,6876,protein_coding,chr11:117070037-117075498,1.089031135,0.019915944,0.028241093,2.339067595
ENSG00000183638,RP1L1,94137,protein_coding,chr8:10463859-10569697,-1.171182821,0.136293694,0.168912169,-1.493303461
ENSG00000112964,GHR,2690,protein_coding,chr5:42423879-42721979,1.059856983,0.02426629,0.034019954,2.263087994
ENSG00000138326,RPS24,6229,protein_coding,chr10:79793518-79816570,-1.034542352,0.019985011,0.028333232,-2.337752325
ENSG00000111605,CPSF6,11052,protein_coding,chr12:69633317-69668138,-1.040368886,0.021324939,0.030123959,-2.312992781
ENSG00000125398,SOX9,6662,protein_coding,chr17:70117161-70122561,1.110475645,0.024762712,0.034683151,2.255191401
ENSG00000271913,RP1-111C20.4,NA,antisense,chr6:159409210-159485957,1.072622423,0.061708311,0.081290675,1.874632905
ENSG00000136935,GOLGA1,2800,protein_coding,chr9:127640646-127710771,-1.026004059,0.022770867,0.032051029,-2.287756979
ENSG00000122515,ZMIZ2,83637,protein_coding,chr7:44788180-44809477,1.033871784,0.021619485,0.030515147,2.307733294
ENSG00000235296,AC137723.5,NA,antisense,chr17:79899745-79905477,1.121966589,0.101552719,0.128783001,1.641857124
ENSG00000135636,DYSF,8291,protein_coding,chr2:71680852-71913898,-1.054246167,0.020694884,0.029283698,-2.324460074
ENSG00000258976,CTD-2207P18.2,NA,lincRNA,chr14:75081396-75083350,1.152355065,0.149488399,0.183817658,1.444640148
ENSG00000258725,PRC1-AS1,100507118,antisense,chr15:91509575-91531854,-1.112935093,0.103145837,0.130619966,-1.634224255
ENSG00000117543,DPH5,51611,protein_coding,chr1:101455179-101491644,1.033118911,0.022538485,0.031743291,2.291716559
ENSG00000141526,SLC16A3,9123,protein_coding,chr17:80186273-80219005,-1.075958198,0.034610372,0.04744002,-2.121489213
ENSG00000256293,RP11-114F3.2,NA,pseudogene,chr12:64731958-64732577,-1.103103626,0.107390244,0.135499493,-1.61433827
ENSG00000234494,AC003665.1,100506325,antisense,chr17:45974696-46018776,-1.074579266,0.068392809,0.08936001,-1.828272378
ENSG00000149582,TMEM25,84866,protein_coding,chr11:118401756-118417995,1.055848968,0.034417528,0.047206828,2.123771436
ENSG00000272004,RP11-345P4.10,NA,antisense,chr1:1590786-1594063,1.17776649,0.139217749,0.172156146,1.48221542
ENSG00000245522,RP11-540A21.2,440028,lincRNA,chr11:9776317-9781080,1.140663176,0.14645301,0.180416148,1.455532778
ENSG00000181031,RPH3AL,9501,protein_coding,chr17:62293-236045,1.122668429,0.039464628,0.053626786,2.067348361
ENSG00000073169,SELO,83642,protein_coding,chr22:50639408-50656045,1.039819889,0.029528175,0.040946551,2.18566527
ENSG00000243659,RP11-4K3__A.3,NA,pseudogene,chr1:27637731-27638329,1.146875903,0.141487734,0.174765609,1.473731168
ENSG00000211459,MT-RNR1,NA,Mt_rRNA,chrM:648-1601,1.066670127,0.020939191,0.029616127,2.319977775
ENSG00000117139,KDM5B,10765,protein_coding,chr1:202696526-202778598,1.042089166,0.0253565,0.035452696,2.245924912
ENSG00000214796,RP11-480I12.5,NA,pseudogene,chr1:202820956-202830748,1.143060147,0.114968877,0.144325736,1.580333577
ENSG00000186628,FSD2,123722,protein_coding,chr15:83424114-83474822,-1.084509741,0.021361602,0.030171647,-2.312334676
ENSG00000086730,LAT2,7462,protein_coding,chr7:73613982-73644161,-1.065923673,0.042052758,0.056890721,-2.040770512
ENSG00000198746,GPATCH3,63906,protein_coding,chr1:27216979-27226957,1.040524013,0.032381871,0.044603145,2.148557331
ENSG00000167094,TTC16,158248,protein_coding,chr9:130478345-130493879,1.117291652,0.089794808,0.114973869,1.701377329
ENSG00000129932,DOHH,83475,protein_coding,chr19:3490819-3500938,1.060191462,0.043028802,0.058093915,2.031107882
ENSG00000176700,SCAND2P,NA,pseudogene,chr15:85174682-85185695,-1.051097816,0.03527907,0.048283347,-2.113659057
ENSG00000258359,PCNPP1,NA,pseudogene,chr12:112107656-112108166,-1.139575371,0.138998669,0.171936389,-1.483039893
ENSG00000177105,RHOG,391,protein_coding,chr11:3848208-3862213,1.036577802,0.02633767,0.036733095,2.231018397
ENSG00000152467,ZSCAN1,284312,protein_coding,chr19:58545400-58565999,1.155812749,0.155288521,0.190352785,1.424288669
ENSG00000131558,EXOC4,60412,protein_coding,chr7:132937829-133751342,1.037105305,0.021996501,0.031015693,2.301091856
ENSG00000261386,CTD-2012K14.6,NA,lincRNA,chr16:67583117-67597861,1.117053219,0.122765141,0.153408443,1.547153193
ENSG00000197261,C6orf141,135398,protein_coding,chr6:49518113-49529620,1.170256233,0.093571556,0.119493057,1.681608065
ENSG00000233229,CNOT7P1,NA,pseudogene,chrX:69157016-69157867,-1.142178177,0.146872507,0.180857879,-1.454017135
ENSG00000078061,ARAF,369,protein_coding,chrX:47420516-47431307,-1.030744289,0.021445435,0.030283881,-2.310833533
ENSG00000267274,CTD-2006C1.12,NA,sense_overlapping,chr19:12050774-12064196,-1.132301068,0.137593309,0.170370408,-1.488352791
ENSG00000265451,RP11-204L24.2,NA,antisense,chr2:122287998-122290281,1.140247309,0.146524355,0.180482641,1.455274772
ENSG00000162426,SLC45A1,50651,protein_coding,chr1:8377886-8404227,-1.082072579,0.066499151,0.08705549,-1.84101053
ENSG00000124216,SNAI1,6615,protein_coding,chr20:48599536-48605423,1.162921077,0.061949993,0.081567686,1.872885754
ENSG00000139044,B4GALNT3,283358,protein_coding,chr12:569530-672675,1.102730323,0.021963913,0.030971844,2.301661983
ENSG00000151353,TMEM18,129787,protein_coding,chr2:667335-677439,1.046744997,0.02792509,0.038847991,2.207892037
ENSG00000172244,C5orf34,375444,protein_coding,chr5:43486803-43515247,-1.081495339,0.080452582,0.10389542,-1.753343019
ENSG00000160570,DEDD2,162989,protein_coding,chr19:42702750-42724292,1.044725811,0.031360315,0.043290734,2.161504797
ENSG00000166441,RPL27A,6157,protein_coding,chr11:8703958-8736306,1.037250843,0.020666158,0.029245041,2.324990163
ENSG00000237624,OXCT2P1,NA,pseudogene,chr1:39980628-39982162,-1.200781739,0.08185136,0.105570575,-1.745259972
ENSG00000139239,RPL14P1,NA,pseudogene,chr12:63359095-63359764,-1.047827506,0.03953958,0.053721609,-2.066558076
ENSG00000163755,HPS3,84343,protein_coding,chr3:148847371-148891519,-1.04630663,0.028352116,0.039420937,-2.201865606
ENSG00000226499,RP5-882O7.1,NA,pseudogene,chr1:45309593-45309754,-1.097854143,0.107213573,0.13530998,-1.615153412
ENSG00000164615,CAMLG,819,protein_coding,chr5:134074191-134087847,1.039604226,0.023968933,0.03362576,2.267885677
ENSG00000203819,HIST2H2BC,337873,pseudogene,chr1:149821760-149822339,-1.149729197,0.158982476,0.194458904,-1.411627823
ENSG00000233672,RNASEH2B-AS1,NA,antisense,chr13:51450822-51484848,1.180831939,0.15538695,0.190462204,1.423948351
ENSG00000224975,INE1,8552,sense_intronic,chrX:47064320-47065264,-1.083238528,0.079250634,0.102457847,-1.760380762
ENSG00000169188,APEX2,27301,protein_coding,chrX:55026790-55035490,-1.037998496,0.028390916,0.039466963,-2.201321931
ENSG00000272707,RP11-534C12.1,NA,lincRNA,chr3:194358234-194358393,-1.136119963,0.147490528,0.181554357,-1.451790268
ENSG00000213790,OLA1P1,NA,pseudogene,chr22:42503769-42504957,-1.072946579,0.08917853,0.114262226,-1.704666699
ENSG00000100297,MCM5,4174,protein_coding,chr22:35796056-35821423,-1.054553692,0.033592924,0.046167222,-2.13365582
ENSG00000172081,MOB3A,126308,protein_coding,chr19:2071037-2096672,-1.039628288,0.027401047,0.03814195,-2.215397649
ENSG00000105245,NUMBL,9253,protein_coding,chr19:41172596-41196877,1.049531882,0.033243955,0.045717863,2.137901729
ENSG00000143476,DTL,51514,protein_coding,chr1:212208919-212280742,-1.147397601,0.093646906,0.119574584,-1.681220249
ENSG00000148840,PPRC1,23082,protein_coding,chr10:103892787-103910082,-1.047043557,0.02609981,0.036435587,-2.234587251
ENSG00000227034,RP11-234N17.1,NA,pseudogene,chr1:99473774-99474030,1.10025908,0.114892385,0.144238425,1.580667795
ENSG00000255308,RP11-428C19.4,NA,antisense,chr11:19218322-19302973,1.144090964,0.143117997,0.176632326,1.467702537
ENSG00000171681,ATF7IP,55729,protein_coding,chr12:14518610-14651697,-1.044691598,0.024913756,0.034878251,-2.252816077
ENSG00000257573,RP11-496I2.5,NA,pseudogene,chr14:19719545-19720589,1.151300412,0.166947266,0.203360559,1.385070819
ENSG00000231013,AC013275.2,NA,antisense,chr2:120234024-120244922,1.256701184,0.066253166,0.086766262,1.842687145
ENSG00000187808,SOWAHD,347454,protein_coding,chrX:118892576-118894164,1.150926908,0.15085804,0.185304465,1.439780594
ENSG00000242899,RP11-250B16.1,NA,pseudogene,chr3:131962372-131963109,1.107163069,0.128007414,0.159441505,1.525761801
ENSG00000228888,RP4-764O22.2,101929265,lincRNA,chr20:7127114-7234849,-1.133330491,0.103140666,0.130619966,-1.634248881
ENSG00000243710,WDR65,149465,protein_coding,chr1:43637820-43720029,1.221578094,0.099456332,0.126355813,1.652048554
ENSG00000259917,HNRNPLP2,NA,pseudogene,chr15:34781203-34782772,1.072915415,0.076338127,0.098951012,1.777803284
ENSG00000238578,SNORD4A,26773,snoRNA,chr17:27049600-27049671,-1.111570775,0.125158065,0.156173277,-1.53730177
ENSG00000271723,MROH7-TTC4,NA,protein_coding,chr1:55107459-55207981,1.142752063,0.107611908,0.135741495,1.613317045
ENSG00000111879,FAM184A,79632,protein_coding,chr6:119280928-119470552,-1.113206254,0.066419304,0.086972877,-1.841554198
